#OTU ID	S1-1	S1-2	S1-3	S2-1	S2-2	S4-1	S4-2	S4-3	S6-1	S6-2	S6-3	S7-1	S7-2	S7-3	S8-1	S8-2	S8-3	S9-1	S9-2	S9-3	S11-1	S11-2	S11-3	S12-1	S12-2	S12-3	S13-2	S13-3	S14-1	S14-2	S14-3	S15-1	S15-2	S15-3	S16-1	S16-2	S16-3	S17-1	S17-2	S17-3	S18-1	S18-2	S18-3	S19-1	S19-2	S19-3	S20-1	S20-2	S20-3	S21-1	S21-2	S21-3	S22-1	S22-2	S22-3	S23-1	S23-2	S23-3	S24-1	S25-1	S25-2	S25-3	S28-1	S28-2	S28-3	S29-1	S29-2	S29-3	S30-1	S31-1	S31-2	S31-3	S32-1	S32-2	S32-3	S33-1	S33-2	S33-3	S34-1	S34-2	S34-3	S35-1	S35-2	S35-3	S37-2	S37-3	S38-1	S38-2	S38-3	S40-1	S40-2	S40-3	S41-1	S41-2	S42-1	S42-2	S42-3	S47-1	S47-2	S47-3	S48-1	S48-2	S48-3	S49-1	S49-2	S49-3	S50-1	S52-1	S52-2	S53-1	S53-2	S53-3	S55-1	S55-2	S55-3	S56-1	S56-2	S56-3	S57-1	S57-2	S57-3
ASV1	7421	4173	4288	96	0	650	145	0	107	105	98	0	0	0	0	550	161	515	1463	555	1407	474	165	0	0	0	0	0	0	344	330	11144	710	1146	0	0	0	343	294	143	1	14588	958	0	0	0	110	189	96	0	98	763	858	395	907	0	0	0	766	1614	3306	6296	462	1844	3567	2529	2643	2822	314	190	212	132	811	72	819	0	0	0	222	832	885	1685	1116	2592	343	1299	734	638	1167	1052	3897	2799	1373	1313	213	295	533	1147	7190	665	3434	4520	5086	196	229	301	0	578	432	393	1092	3151	289	127	38	3311	5282	1939	2620	3832	822
ASV2	403	451	206	0	0	159	2125	0	0	0	0	550	1400	7889	0	237	0	0	0	389	0	0	0	7110	19829	6033	3345	5098	0	161	0	5821	2156	1487	20684	34755	6947	0	0	0	3	1240	218	516	6053	1245	4899	1551	324	0	0	0	0	0	0	0	0	168	0	1708	782	2797	0	0	0	0	0	0	0	0	0	0	112	436	283	9694	784	7367	0	0	0	326	877	917	0	0	0	0	0	0	0	0	0	0	0	0	0	2667	0	665	0	0	0	3931	1486	2264	0	176	0	1554	446	0	1030	588	344	0	0	0	896	955	0
ASV3	30	49	34	131	299	192	117	13	0	0	333	2036	593	7919	329	205	87	79	94	219	0	0	0	70	136	2000	53	0	303	402	436	0	0	0	2612	632	401	0	0	0	3	35	2499	1854	7820	1164	462	29	0	325	383	750	679	592	458	28	57	0	0	232	153	280	0	0	0	0	0	0	0	0	0	0	1267	500	1189	239	515	119	0	0	0	979	190	914	0	0	0	0	0	19	30	92	0	0	0	0	0	0	25	0	0	0	98	625	2587	10271	0	0	0	913	877	436	257	113	23	444	262	174	0	0	0
ASV4	0	0	0	0	0	0	0	0	411	1142	1479	0	0	0	0	0	0	0	0	0	0	0	0	6346	18792	365	10134	6803	0	0	0	3729	4241	6808	0	0	0	0	0	0	0	132	3349	0	307	0	30197	18811	18087	0	0	0	0	0	0	0	0	0	0	970	395	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1095	199	0	0	0	0	0	0	0	0	0	147
ASV5	58	80	51	920	910	0	874	109	0	462	158	314	1425	2045	1880	29	452	176	0	38	596	621	694	180	198	706	0	0	535	83	8733	0	0	0	0	184	40	134	1021	69	3	0	87	879	299	667	0	0	91	175	2494	731	172	65	56	36	454	2216	54	0	0	0	211	0	0	0	0	0	42	0	0	0	405	397	517	154	3269	150	32	320	87	4376	4853	133	47	0	0	79	56	0	64	62	0	0	18	0	21	248	0	0	0	649	194	131	106	2056	0	40	0	0	0	0	0	0	0	2133	3409	2052	0	0	0
ASV6	0	40	0	156	1151	0	137	23	0	332	136	215	3437	8794	73	0	0	0	0	0	678	363	393	166	880	1809	0	0	69	0	31283	0	0	0	165	130	61	92	272	0	0	0	0	206	181	538	0	0	0	37	9337	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	144	2346	0	120	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV7	0	0	0	48	31	1407	129	0	14	0	0	0	0	0	0	539	462	121	1634	884	0	0	0	75	0	0	0	0	1716	2057	801	0	0	0	0	0	0	1232	2012	702	5	335	36	256	1525	497	0	89	0	0	28	68	782	549	1857	102	46	152	46	1871	1165	3029	42	275	518	28	0	87	474	2902	5011	1033	671	1383	1021	347	1437	116	1291	370	537	244	249	236	2703	711	631	926	865	286	270	959	0	0	1082	2322	2097	5299	1564	2538	365	80	207	198	138	578	0	27	66	414	1415	1229	130	53	45	733	756	704	371	534	0
ASV8	1524	839	759	353	303	0	0	0	421	304	87	569	103	0	0	317	0	416	1183	0	0	0	0	0	0	0	1527	2041	0	0	0	462	705	1725	0	0	0	0	0	0	3	7529	785	104	406	141	85	0	0	0	0	0	0	0	0	0	0	0	0	494	1168	3290	206	561	3290	407	405	381	0	171	607	177	1210	1157	873	0	0	0	0	0	0	0	0	0	0	285	1844	909	813	0	0	89	251	295	35	57	41	5320	1829	4859	0	0	0	516	181	319	0	179	111	1239	436	130	80	37	143	2712	4842	2747	2951	4370	496
ASV9	0	0	0	448	25674	472	0	0	178	321	0	5613	11226	29480	14034	212	406	0	0	2632	0	0	0	2755	4434	5187	0	0	360	2935	2289	0	0	0	3505	8558	4660	0	0	0	4	639	0	2161	5806	1882	319	0	1093	5004	1918	9183	319	702	278	1529	4815	1494	0	0	0	0	0	0	0	0	0	0	303	1454	3001	1018	3502	4923	3582	3108	8671	5289	417	918	1843	0	0	247	0	0	0	267	172	378	0	845	0	0	71	0	690	242	0	0	0	0	551	7535	855	3925	0	0	0	0	317	315	900	698	225	0	0	0	0	0	0
ASV10	0	0	0	131	8649	0	0	0	0	0	745	307	0	1028	1443	200	6998	5901	0	66	0	0	0	505	674	345	0	0	1920	49	929	0	0	0	171	121	0	828	145	233	3	272	0	2140	2329	961	118	0	0	296	75	0	0	0	0	60	96	104	4955	0	0	156	141	0	0	101	80	0	191	247	587	1408	1887	165	683	282	219	67	0	0	0	0	758	54	0	106	385	552	519	232	0	191	451	418	0	0	0	140	0	92	0	0	215	0	624	499	0	0	0	106	628	433	513	308	63	229	370	212	175	280	0
ASV11	65	302	88	763	0	0	135	0	0	0	0	0	0	0	0	293	2314	0	0	375	0	0	0	0	0	144	0	232	0	0	0	438	0	0	0	0	0	84	1787	164	1	160	0	0	0	0	0	0	0	0	0	0	104	0	352	0	0	0	0	183	261	0	0	0	0	0	0	0	485	0	115	0	0	0	0	0	0	0	0	0	0	0	0	137	811	75	0	0	0	0	0	0	0	0	0	0	0	590	97	3023	113	611	77	0	0	0	32081	0	0	0	0	174	0	0	0	187	313	162	330	429	0
ASV12	129	1899	0	0	0	0	36	0	734	0	0	58	0	134	0	0	34	0	0	195	277	54	0	83	0	205	0	2261	0	0	0	0	0	197	129	136	0	269	543	991	1	128	0	0	176	163	0	918	0	0	95	2020	439	841	1263	218	92	8240	464	262	0	220	0	0	0	419	409	406	88	98	12029	359	0	0	0	128	750	838	0	0	0	174	508	186	251	460	0	0	0	75	0	149	0	0	0	0	0	287	0	101	608	2305	4373	0	0	0	0	62	0	0	0	0	44	43	27	0	0	0	0	0	0
ASV13	531	131	181	0	0	0	0	0	0	0	0	0	0	0	75	3899	475	0	0	0	0	0	0	0	0	0	929	2003	0	0	0	4566	3999	2036	0	0	0	0	0	0	1	77	145	0	0	0	396	600	214	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	1256	125	0	59	0	0	0	3122	0	0	0	0	0	0	120	0	0	87	53	175	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	13993	20842	4636	0	118	215	0	147	0	0	0	0	0	0	0	0	0	0	1706	1669	61
ASV14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	3123	0	0	0	0	0	0	0	0	217	110	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	540	946	989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13238	6203	17411	0	76	0	74	0	0	0	0	0	0	0	0	0	0	0
ASV15	0	0	13	21	93	295	289	92	32	42	52	0	393	86	40	106	0	1034	80	123	0	0	0	377	566	56	40	388	0	21	0	0	0	0	27	185	131	24	64	65	0	0	220	0	0	0	69	0	0	0	536	4555	168	186	217	0	0	0	0	52	154	550	0	0	0	43	22	0	19	297	337	77	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	504	390	291	0	111	0	399	624	29	0	0	10	3263	5359	3137	0	0	0
ASV16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57961	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4758	147	491	0	0	0	0	0	0	0	0	0	0	0	5183	1771	1790	0	0	0	0	0	0	0	0	2246	4	0	0	0	0	0	0	0	0	0	0	0	1010	13195	188	0	0	1319	348	0	0	223	24090	0	0	401	636	398	632	6369	8328	5042	0	0	0	0	0	0	400	1087	126	342	147	0	194	733	2879	1076	1142	344	0	331	458	331	0	0	0	195	283	189	161	0	402	0	190	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV18	506	359	989	0	0	231	59	0	50	458	0	0	0	0	0	121	0	0	0	0	42	114	0	0	0	0	0	0	0	0	0	284	158	101	0	0	0	0	0	0	0	406	122	0	0	0	203	161	0	0	0	0	0	0	26	0	0	0	32	0	81	704	0	567	773	1728	1535	1666	0	0	0	286	0	0	0	0	0	0	14	0	316	230	70	838	76	88	158	92	291	0	0	0	382	322	35	429	35	142	23	0	3762	6397	4052	0	0	0	0	395	286	0	0	0	0	0	0	72	501	0	912	1307	0
ASV19	0	0	0	908	0	0	0	0	0	0	0	11318	6885	8077	97	0	215	0	0	0	0	0	0	112	0	182	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	166	1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	82	0	0	0	0	0	0	0	97	0	0
ASV20	914	653	182	0	0	288	38	0	0	0	90	0	0	0	92	28	0	0	0	44	35	219	0	0	0	0	132	45	630	0	0	0	0	32	0	0	0	34	0	0	0	490	110	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	259	1042	185	1848	172	228	1295	1633	1998	2145	5014	304	79	296	0	0	0	0	0	0	3469	64	42	1128	242	843	526	1275	187	285	321	638	2854	2271	875	829	62	53	42	0	0	0	131	800	244	0	191	0	0	109	0	62	130	178	0	0	0	0	0	0	290	512	482
ASV21	0	0	0	0	211	0	0	0	1257	2321	3264	0	0	0	0	391	0	188	7673	2275	0	0	0	9201	7653	867	4445	2158	0	0	0	644	259	2409	615	156	0	204	304	0	0	594	14237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5098	1354	2617	0	975	8734	0	0	0	0	0	233	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	2602	0	440	0	0	0	1562	576	642	0	80	0	9796	12913	2490	0	0	0	3514	4480	3252	181	347	0
ASV22	0	0	0	0	0	0	0	0	0	0	0	0	0	19320	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	77	102	0	0	119	0	0	0	0	0	187	243	261	0	0	762	78	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV23	123	50	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8864	7839	0	0	0	0	0	0	0	0	0	0	0	0	12403	611	406	0	0	0	0	0	0	0	0	0	0	0	0
ASV24	0	0	352	104	48	506	41	66	35	89	118	43	0	0	0	117	0	4662	1461	432	35	0	0	190	240	0	0	0	35	26	99	118	305	529	0	0	104	73	98	377	1	39	0	0	0	0	0	0	0	0	88	34	84	73	328	14	61	47	0	4429	258	110	163	306	314	29	24	0	59	0	454	0	248	98	2582	36	744	0	218	34	44	0	28	65	27	77	0	0	34	166	136	255	68	39	2097	2673	2517	70	0	0	0	0	0	549	1589	1552	0	39	0	91	769	276	0	0	0	1777	2751	1165	0	0	0
ASV25	0	24	0	768	680	0	14	0	37	0	0	273	2074	4424	17	9	70	14	0	0	0	0	0	0	0	0	0	0	111	15	803	0	0	0	0	0	0	0	0	0	2	0	0	791	3383	274	0	0	0	0	112	775	0	38	0	0	23	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	1174	362	955	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV26	57	147	0	15	0	0	0	0	0	0	0	0	0	0	103	56	108	0	0	19	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	25	0	714	73	0	0	0	37	16	50	0	0	0	23	0	64	0	0	0	97	0	0	118	297	136	475	1468	1273	1254	312	0	0	0	0	0	0	0	15	0	12	0	0	1452	429	2238	190	360	2633	2504	2278	181	530	720	1206	1063	10	24	10	216	138	153	917	1448	3625	0	0	0	74	535	108	34	399	34	0	0	0	0	0	0	303	289	24
ASV27	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	22	24	518	5096	1017	0	0	0	987	60	490	0	0	921	3204	2126	0	0	0	0	172	90	19	93	0	2	618	0	102	771	378	0	0	0	0	0	188	286	0	53	28	0	75	0	244	336	522	0	29	0	0	0	0	200	63	186	131	27	257	45	180	157	186	281	239	669	104	0	0	62	28	275	402	332	36	30	40	0	0	54	57	38	47	0	0	0	0	0	764	607	2905	0	0	143	493	980	342	43	40	14	611	642	666	17	0	0
ASV28	24	0	0	0	0	0	15	0	0	0	0	0	44	0	0	205	0	0	0	0	0	0	0	0	0	161	79	44	0	0	0	35	99	0	0	0	42	0	0	0	0	380	266	0	75	58	110	621	1010	0	73	1045	18	0	24	15	0	553	0	0	102	105	0	232	0	2246	2477	1896	0	260	100	148	0	0	29	53	320	56	0	0	36	442	38	203	19	0	228	44	35	19	0	0	41	52	296	101	120	1070	0	0	29	58	81	0	0	0	0	77	0	102	0	37	49	47	18	0	630	0	18	20	0
ASV29	0	0	0	0	0	0	0	0	0	0	0	0	15958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1169	0	0	0	0	0	0
ASV30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	173	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	0	62405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	333	853	0	0	0
ASV31	71	135	127	0	0	0	0	0	0	0	0	1143	0	1668	0	0	0	0	0	219	0	0	0	0	0	0	0	219	0	0	0	0	61	4570	0	908	0	0	0	0	3	59	0	0	0	0	219	1370	1091	51	0	58	36	218	314	277	446	9974	0	0	0	0	0	0	0	0	51	49	0	0	0	0	0	51	0	406	200	447	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0	250	0	0	0	457	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV32	0	0	39	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	11359	0	0	0	0	0	0	94	0	70	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	380	134	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV33	0	0	0	0	0	0	0	109	0	0	0	0	0	0	111	42	54	0	0	1520	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	331	8228	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	219	149	0	0	0	0	39	0	0	0	0	0	113	1585	159	88	0	0	0	0	0	0	0	0	0	0	0	248	41	594	0	0	0	0	0	1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV34	0	0	0	0	0	0	0	0	84	84	46	22	0	0	0	0	0	160	104	0	0	0	0	0	50	0	0	0	0	0	0	77	118	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	40	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3920	5333	4230	12	31	48
ASV35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	581	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	623	43	0	0	0	0	0	0	13	1588	47	0	0	0	0	1944	28	40	0	0	0	0	0	0	0	98	0	83	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	4724	0	0	0	735	561	670	66	0	0	0	0	0	0	0	145	0	0	0	40	2731	1986	0	0	0	72	50	561	0	0	0
ASV36	0	6	6	137	30	0	233	40	0	8	18	93	159	535	300	6	27	14	0	8	129	56	673	41	17	107	0	0	49	20	3562	0	0	0	8	40	0	19	677	11	0	0	0	143	58	100	12	0	41	33	310	180	16	9	29	18	11	273	0	0	0	0	13	0	0	13	0	26	86	0	0	0	47	86	123	0	381	90	0	29	12	0	111	7	45	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	29	127	17	0	12	398	0	0	0	0	0	0	0	0	0	303	464	193	0	0	0
ASV37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	9336	499	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	30
ASV38	167	1043	33	42	0	0	483	27	0	0	0	85	61	0	422	0	0	552	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1670	2649	1928	1	55	0	0	0	0	120	104	41	0	0	0	802	2310	717	0	0	0	31	0	0	0	0	0	0	0	0	0	1349	0	0	0	0	41	0	0	0	0	655	0	0	8594	639	303	47	0	0	0	0	0	0	0	0	0	0	0	0	120	0	88	207	552	41	0	0	0	0	58	0	0	204	41	0	0	0	0	0	0	0	0	0
ASV39	0	0	0	57	0	66	0	0	0	0	0	112	0	135	498	1321	450	0	0	234	0	0	0	0	0	0	0	0	986	2239	682	0	0	0	0	0	0	1147	1069	594	0	0	0	0	0	31	0	0	0	0	0	43	270	175	433	28	0	74	92	0	0	0	547	0	0	0	0	0	125	692	797	191	0	0	0	227	152	65	406	3157	1958	488	142	1092	35	210	0	64	45	0	0	0	0	0	0	0	0	1627	505	751	0	0	0	588	791	2284	0	0	0	0	0	0	97	58	0	0	0	0	0	0	0
ASV40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6498	833	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	902	773	0	0	0
ASV42	0	0	0	0	0	54	20	0	0	0	0	28	136	0	0	96	25	0	0	0	0	0	0	0	0	0	0	0	0	59	78	0	0	0	0	50	187	0	0	0	0	0	0	116	419	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	21	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5736	1690	1257	0	0	0	0	0	0	155	78	88	0	0	0	0	0	0
ASV43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3809	4920	1504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV44	0	0	0	0	0	0	0	0	952	2466	1386	0	0	290	0	31	0	1598	356	2643	0	0	0	40	50	0	0	17	42	0	0	0	0	21	0	0	0	200	558	133	1	0	0	0	0	0	45	22	44	0	0	109	0	85	382	0	0	0	0	0	0	41	139	8	0	0	0	0	465	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	48	114	0	0	0	0	46	68	0	0	0	0	19	149	166	200	0	0	0	0	0	0	0	0	0	151	894	515	16	14	0	0	0	0	0	98	0
ASV45	57	267	103	119	0	0	41	0	0	17	9	177	0	33	23	44	183	0	0	0	1495	560	2644	41	0	12	145	248	50	0	0	39	0	16	0	0	0	56	0	0	1	567	42	0	0	0	302	260	787	0	0	0	137	292	141	30	0	0	141	0	0	0	31	0	0	119	75	95	11	0	0	0	0	0	0	0	18	0	11	0	0	1870	948	588	0	0	0	0	0	0	0	0	17	17	0	0	0	0	0	0	72	354	261	0	0	0	0	506	22	0	22	0	0	0	0	0	0	0	28	0	14
ASV46	0	0	0	0	119	32	0	0	15	0	625	538	697	193	291	231	690	0	0	0	0	0	0	2231	4236	125	0	0	1260	2865	849	0	0	0	531	443	54	0	0	16	0	0	0	297	533	162	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	35	21	0	36	0	0	0	0	114	1205	96	56	49	0	1410	1344	760	0	0	0	0	0	218	182	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2259	1415	2436	0	0	0	0	0	171	178	108	97	361	472	292	148	220	0
ASV47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3422	5361	0	0	0	0	115	227	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV48	166	105	90	0	0	0	0	0	25	90	86	22	127	0	0	0	0	0	0	0	32	0	0	0	53	0	4219	1491	0	0	0	4560	3049	576	0	0	0	0	0	0	0	0	0	0	0	0	133	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	25
ASV49	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582	390	999	1	0	0	0	52	0	0	0	0	0	0	0	183	418	46	0	0	0	0	0	0	0	0	0	0	0	0	0	126	839	6993	538	0	0	0	0	0	0	0	0	0	0	0	0	190	117	0	0	0	0	0	189	0	0	68	62	173	1384	188	2052	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0
ASV50	0	0	0	0	0	0	0	0	0	0	0	292	0	322	0	0	0	0	0	461	0	0	0	2501	6588	9729	0	0	107	720	0	696	0	0	1755	6237	258	558	493	510	2	223	0	407	3423	1789	0	0	0	0	78	0	214	86	138	155	3527	1677	0	0	0	171	0	0	0	0	0	0	0	1077	0	0	63	289	134	371	1523	2494	266	0	0	0	0	233	0	0	0	0	0	72	0	0	0	0	0	0	0	743	0	2520	0	0	0	85	80	489	0	69	0	247	0	0	172	112	42	0	0	0	0	0	0
ASV51	0	0	0	0	0	0	0	0	0	27	25	0	0	0	0	0	0	0	0	0	0	0	0	251	424	0	334	186	0	0	0	141	106	174	0	0	0	0	0	0	0	0	133	0	1822	233	5676	4923	3563	0	24	40	46	4817	77	0	0	0	0	3729	799	195	0	0	0	0	0	0	76	0	0	61	0	3198	0	44	0	66	0	0	0	61	0	0	0	39	0	0	0	32	97	0	0	0	0	0	0	322	0	0	0	0	0	1032	115	603	0	0	0	51	0	0	0	0	17	66	0	150	0	0	0
ASV52	0	61	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	0	0	0	0	0	0	0	0	78	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	18	0	0	2017	5646	753	50	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
